"REF_DATE","GEO","DGUID","Labour force characteristics","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-09","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","5.6","","","","1"
"2018-10","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","6.2","","","","1"
"2018-11","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","5.3","","","","1"
"2018-12","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","5.2","","","","1"
"2019-01","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","5.8","","","","1"
"2019-02","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","6.6","","","","1"
"2019-03","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","6.6","","","","1"
"2019-04","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","6.0","","","","1"
"2019-05","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","5.8","","","","1"
"2019-06","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","5.3","","","","1"
"2019-07","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","4.9","","","","1"
"2019-08","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","4.3","","","","1"
"2019-09","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","4.6","","","","1"
"2019-10","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","5.0","","","","1"
"2019-11","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","6.4","","","","1"
"2019-12","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","7.6","","","","1"
"2020-01","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","7.6","","","","1"
"2020-02","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","6.6","","","","1"
"2020-03","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","6.7","","","","1"
"2020-04","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","7.7","","","","1"
"2020-05","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","9.5","","","","1"
"2020-06","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","9.5","","","","1"
"2020-07","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","10.6","","","","1"
"2020-08","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","10.0","","","","1"
"2020-09","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","11.2","","","","1"
"2020-10","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","11.7","","","","1"
"2020-11","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","11.9","","","","1"
"2020-12","Peterborough, Ontario","2011S0503529","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446052","21.5.1.1","13.5","","","","1"
"2014-08","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","7.3","","","","1"
"2014-09","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","7.5","","","","1"
"2014-10","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","7.3","","","","1"
"2014-11","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","7.0","","","","1"
"2014-12","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","7.0","","","","1"
"2015-01","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","7.0","","","","1"
"2015-02","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","7.1","","","","1"
"2015-03","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","7.5","","","","1"
"2015-04","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","7.7","","","","1"
"2015-05","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","7.8","","","","1"
"2015-06","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","7.6","","","","1"
"2015-07","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","7.5","","","","1"
"2015-08","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","7.7","","","","1"
"2015-09","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","8.2","","","","1"
"2015-10","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","8.0","","","","1"
"2015-11","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","7.9","","","","1"
"2015-12","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","7.0","","","","1"
"2016-01","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","6.5","","","","1"
"2016-02","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","6.1","","","","1"
"2016-03","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","6.0","","","","1"
"2016-04","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","6.0","","","","1"
"2016-05","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.6","","","","1"
"2016-06","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","6.4","","","","1"
"2016-07","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","6.3","","","","1"
"2016-08","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","6.8","","","","1"
"2016-09","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","6.3","","","","1"
"2016-10","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.9","","","","1"
"2016-11","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.3","","","","1"
"2016-12","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.0","","","","1"
"2017-01","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.1","","","","1"
"2017-02","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.8","","","","1"
"2017-03","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","6.1","","","","1"
"2017-04","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","6.3","","","","1"
"2017-05","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","6.0","","","","1"
"2017-06","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","6.0","","","","1"
"2017-07","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.9","","","","1"
"2017-08","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.3","","","","1"
"2017-09","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","4.7","","","","1"
"2017-10","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","4.9","","","","1"
"2017-11","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.2","","","","1"
"2017-12","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.3","","","","1"
"2018-01","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.0","","","","1"
"2018-02","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","4.9","","","","1"
"2018-03","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","4.7","","","","1"
"2018-04","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","4.6","","","","1"
"2018-05","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","4.6","","","","1"
"2018-06","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","4.5","","","","1"
"2018-07","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","4.5","","","","1"
"2018-08","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.0","","","","1"
"2018-09","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.5","","","","1"
"2018-10","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.7","","","","1"
"2018-11","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.5","","","","1"
"2018-12","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.6","","","","1"
"2019-01","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.5","","","","1"
"2019-02","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.2","","","","1"
"2019-03","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.0","","","","1"
"2019-04","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","4.9","","","","1"
"2019-05","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.3","","","","1"
"2019-06","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.1","","","","1"
"2019-07","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.3","","","","1"
"2019-08","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.1","","","","1"
"2019-09","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.3","","","","1"
"2019-10","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.3","","","","1"
"2019-11","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","5.9","","","","1"
"2019-12","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","6.1","","","","1"
"2020-01","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","6.7","","","","1"
"2020-02","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","7.0","","","","1"
"2020-03","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","7.8","","","","1"
"2020-04","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","8.5","","","","1"
"2020-05","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","10.1","","","","1"
"2020-06","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","11.8","","","","1"
"2020-07","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","12.4","","","","1"
"2020-08","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","11.4","","","","1"
"2020-09","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","9.6","","","","1"
"2020-10","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","8.3","","","","1"
"2020-11","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","7.9","","","","1"
"2020-12","Oshawa, Ontario","2011S0503532","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446066","22.5.1.1","7.8","","","","1"
"2014-08","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","8.5","","","","1"
"2014-09","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","8.3","","","","1"
"2014-10","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","8.0","","","","1"
"2014-11","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","7.9","","","","1"
"2014-12","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","7.8","","","","1"
"2015-01","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","7.6","","","","1"
"2015-02","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","7.4","","","","1"
"2015-03","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","7.2","","","","1"
"2015-04","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","7.1","","","","1"
"2015-05","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","7.0","","","","1"
"2015-06","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.9","","","","1"
"2015-07","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.7","","","","1"
"2015-08","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.8","","","","1"
"2015-09","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.9","","","","1"
"2015-10","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","7.1","","","","1"
"2015-11","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","7.1","","","","1"
"2015-12","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","7.1","","","","1"
"2016-01","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","7.1","","","","1"
"2016-02","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","7.2","","","","1"
"2016-03","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","7.3","","","","1"
"2016-04","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","7.4","","","","1"
"2016-05","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","7.2","","","","1"
"2016-06","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.6","","","","1"
"2016-07","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.3","","","","1"
"2016-08","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.6","","","","1"
"2016-09","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","7.1","","","","1"
"2016-10","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","7.2","","","","1"
"2016-11","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","7.0","","","","1"
"2016-12","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.9","","","","1"
"2017-01","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","7.0","","","","1"
"2017-02","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","7.1","","","","1"
"2017-03","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","7.0","","","","1"
"2017-04","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.7","","","","1"
"2017-05","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.8","","","","1"
"2017-06","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.6","","","","1"
"2017-07","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.8","","","","1"
"2017-08","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.3","","","","1"
"2017-09","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.1","","","","1"
"2017-10","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","5.9","","","","1"
"2017-11","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.0","","","","1"
"2017-12","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.1","","","","1"
"2018-01","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.0","","","","1"
"2018-02","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","5.8","","","","1"
"2018-03","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","5.7","","","","1"
"2018-04","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","5.8","","","","1"
"2018-05","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.1","","","","1"
"2018-06","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.3","","","","1"
"2018-07","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.1","","","","1"
"2018-08","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.1","","","","1"
"2018-09","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.1","","","","1"
"2018-10","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.3","","","","1"
"2018-11","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.3","","","","1"
"2018-12","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.1","","","","1"
"2019-01","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.2","","","","1"
"2019-02","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.3","","","","1"
"2019-03","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.5","","","","1"
"2019-04","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.5","","","","1"
"2019-05","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","6.2","","","","1"
"2019-06","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","5.9","","","","1"
"2019-07","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","5.7","","","","1"
"2019-08","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","5.8","","","","1"
"2019-09","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","5.8","","","","1"
"2019-10","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","5.7","","","","1"
"2019-11","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","5.6","","","","1"
"2019-12","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","5.6","","","","1"
"2020-01","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","5.5","","","","1"
"2020-02","Toronto, Ontario","2011S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91446080","23.5.1.1","5.4","","","","1"
