"REF_DATE","GEO","DGUID","Labour force characteristics","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014-08","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","7.0","","","","1"
"2014-09","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","7.0","","","","1"
"2014-10","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.8","","","","1"
"2014-11","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.7","","","","1"
"2014-12","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.7","","","","1"
"2015-01","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.7","","","","1"
"2015-02","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.7","","","","1"
"2015-03","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.7","","","","1"
"2015-04","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.8","","","","1"
"2015-05","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.8","","","","1"
"2015-06","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.8","","","","1"
"2015-07","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.8","","","","1"
"2015-08","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.9","","","","1"
"2015-09","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","7.0","","","","1"
"2015-10","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","7.0","","","","1"
"2015-11","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","7.0","","","","1"
"2015-12","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","7.1","","","","1"
"2016-01","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","7.1","","","","1"
"2016-02","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","7.2","","","","1"
"2016-03","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","7.2","","","","1"
"2016-04","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","7.2","","","","1"
"2016-05","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","7.1","","","","1"
"2016-06","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","7.0","","","","1"
"2016-07","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.9","","","","1"
"2016-08","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.9","","","","1"
"2016-09","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.9","","","","1"
"2016-10","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.9","","","","1"
"2016-11","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.9","","","","1"
"2016-12","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.9","","","","1"
"2017-01","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.8","","","","1"
"2017-02","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.7","","","","1"
"2017-03","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.7","","","","1"
"2017-04","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.6","","","","1"
"2017-05","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.6","","","","1"
"2017-06","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.5","","","","1"
"2017-07","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.4","","","","1"
"2017-08","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.3","","","","1"
"2017-09","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.2","","","","1"
"2017-10","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.2","","","","1"
"2017-11","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.1","","","","1"
"2017-12","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.0","","","","1"
"2018-01","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.9","","","","1"
"2018-02","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.8","","","","1"
"2018-03","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.8","","","","1"
"2018-04","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.8","","","","1"
"2018-05","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.9","","","","1"
"2018-06","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.9","","","","1"
"2018-07","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.9","","","","1"
"2018-08","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.9","","","","1"
"2018-09","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.9","","","","1"
"2018-10","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.9","","","","1"
"2018-11","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.8","","","","1"
"2018-12","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.7","","","","1"
"2019-01","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.7","","","","1"
"2019-02","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.8","","","","1"
"2019-03","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.8","","","","1"
"2019-04","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.7","","","","1"
"2019-05","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.6","","","","1"
"2019-06","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.6","","","","1"
"2019-07","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.6","","","","1"
"2019-08","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.7","","","","1"
"2019-09","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.6","","","","1"
"2019-10","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.6","","","","1"
"2019-11","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.6","","","","1"
"2019-12","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.7","","","","1"
"2020-01","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.7","","","","1"
"2020-02","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","5.6","","","","1"
"2020-03","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","6.3","","","","1"
"2020-04","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","8.7","","","","1"
"2020-05","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","11.5","","","","1"
"2020-06","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","13.0","","","","1"
"2020-07","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","12.3","","","","1"
"2020-08","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","11.1","","","","1"
"2020-09","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","10.0","","","","1"
"2020-10","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","9.4","","","","1"
"2020-11","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","8.8","","","","1"
"2020-12","Canada","2016A000011124","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445772","1.5.1.1","8.7","","","","1"
"2014-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","12.5","","","","1"
"2014-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","12.6","","","","1"
"2014-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","12.6","","","","1"
"2014-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","11.9","","","","1"
"2014-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","11.5","","","","1"
"2015-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","11.3","","","","1"
"2015-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","11.7","","","","1"
"2015-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","12.2","","","","1"
"2015-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","12.8","","","","1"
"2015-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","13.3","","","","1"
"2015-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","13.1","","","","1"
"2015-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","12.8","","","","1"
"2015-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","12.3","","","","1"
"2015-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","12.6","","","","1"
"2015-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","12.9","","","","1"
"2015-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","13.2","","","","1"
"2015-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","13.3","","","","1"
"2016-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","13.8","","","","1"
"2016-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.1","","","","1"
"2016-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","13.7","","","","1"
"2016-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","13.2","","","","1"
"2016-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","12.4","","","","1"
"2016-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","12.2","","","","1"
"2016-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","12.1","","","","1"
"2016-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","12.4","","","","1"
"2016-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","12.9","","","","1"
"2016-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","13.8","","","","1"
"2016-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.5","","","","1"
"2016-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.9","","","","1"
"2017-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.7","","","","1"
"2017-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.6","","","","1"
"2017-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.7","","","","1"
"2017-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.7","","","","1"
"2017-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.8","","","","1"
"2017-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.5","","","","1"
"2017-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.8","","","","1"
"2017-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.8","","","","1"
"2017-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.9","","","","1"
"2017-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.6","","","","1"
"2017-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.7","","","","1"
"2017-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.7","","","","1"
"2018-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.7","","","","1"
"2018-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.6","","","","1"
"2018-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.5","","","","1"
"2018-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.6","","","","1"
"2018-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.5","","","","1"
"2018-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.6","","","","1"
"2018-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.6","","","","1"
"2018-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.4","","","","1"
"2018-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","13.9","","","","1"
"2018-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","13.1","","","","1"
"2018-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","12.6","","","","1"
"2018-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","12.0","","","","1"
"2019-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","11.7","","","","1"
"2019-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","11.6","","","","1"
"2019-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","11.6","","","","1"
"2019-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","11.8","","","","1"
"2019-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","12.0","","","","1"
"2019-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","12.5","","","","1"
"2019-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","12.7","","","","1"
"2019-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","12.9","","","","1"
"2019-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","12.3","","","","1"
"2019-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","11.8","","","","1"
"2019-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","11.2","","","","1"
"2019-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","11.4","","","","1"
"2020-01","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","11.7","","","","1"
"2020-02","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","11.9","","","","1"
"2020-03","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","11.8","","","","1"
"2020-04","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","13.1","","","","1"
"2020-05","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.6","","","","1"
"2020-06","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","16.2","","","","1"
"2020-07","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","16.1","","","","1"
"2020-08","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","15.1","","","","1"
"2020-09","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","14.5","","","","1"
"2020-10","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","13.6","","","","1"
"2020-11","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","13.3","","","","1"
"2020-12","Newfoundland and Labrador","2016A000210","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445786","2.5.1.1","12.5","","","","1"
"2014-08","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","6.5","","","","1"
"2014-09","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","6.5","","","","1"
"2014-10","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","6.3","","","","1"
"2014-11","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","6.1","","","","1"
"2014-12","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","5.6","","","","1"
"2015-01","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","5.6","","","","1"
"2015-02","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","5.6","","","","1"
"2015-03","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","6.2","","","","1"
"2015-04","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","6.5","","","","1"
"2015-05","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","6.5","","","","1"
"2015-06","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","6.5","","","","1"
"2015-07","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","6.4","","","","1"
"2015-08","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","6.6","","","","1"
"2015-09","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","6.6","","","","1"
"2015-10","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","6.6","","","","1"
"2015-11","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","6.3","","","","1"
"2015-12","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","6.4","","","","1"
"2016-01","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","6.7","","","","1"
"2016-02","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","7.5","","","","1"
"2016-03","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","7.3","","","","1"
"2016-04","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","7.4","","","","1"
"2016-05","St. John's, Newfoundland and Labrador","2011S0503001","Unemployment rate","Estimate","Seasonally adjusted","Percentage","242","units","0","v91445800","3.5.1.1","6.9","","","","1"
